gvkey,datadate,fyear,tic,cusip,conm,at,lt,seq,ceq,txditc,pstkrv,pstkl,pstk,sale,revt,cogs,xsga,xrd,capx,oancf,ib,dp
017826,2020-12-31,2020,NXE,65340P106,NEXGEN ENERGY LTD,357.392,238.14,94.251,94.251,0.712,0.0,0.0,0.0,0.0,0.0,0.0,21.326,,18.243,-10.617,-109.828,2.291
017828,2020-12-31,2020,MBGYY,233825207,MERCEDES BENZ GROUP AG,344423.379,269390.511,73156.082,73156.082,4398.454,0.0,0.0,0.0,186001.908,186001.908,133672.487,24031.78,7372.141,6920.121,26918.68,4371.935,21196.713
017839,2020-12-31,2020,DMB,09662W109,BNY MELLON MUN BD INFRASTRUC,,,,,,,,,,,,,,,,,
017840,2020-12-31,2020,DSL,258622109,DOUBLELINE INCOME SOLTNS FD,,,,,,,,,,,,,,,,,
017853,2020-12-31,2020,WPTIF,92937G109,WPT INDUSTRIAL REIT,2545.94,1338.682,1207.258,1171.087,0.0,36.171,36.171,36.171,174.232,174.232,36.495,15.606,,0.0,113.233,218.639,11.921
017866,2020-12-31,2020,EARN,288578107,ELLINGTON CREDIT CO,1194.811,1028.409,166.402,166.402,0.0,0.0,0.0,0.0,27.32,27.32,5.826,,0.0,0.0,24.369,20.112,0.0
017867,2020-12-31,2020,FCUUF,33812R109,FISSION URANIUM CORP,351.567,10.679,340.888,340.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999,,2.84,-5.088,-9.008,0.178
017873,2020-12-31,2020,MR.UN,58546R109,MELCOR REAL ESTATE INVT TR,724.658,458.367,266.291,188.407,0.0,77.884,77.884,77.884,74.644,74.644,31.24,3.043,0.0,0.0,13.786,5.763,
017874,2020-12-31,2020,TMUS,872590104,T-MOBILE US INC,200162.0,134818.0,65344.0,65344.0,9966.0,0.0,0.0,0.0,68397.0,68397.0,27614.0,17205.0,,11034.0,8640.0,2744.0,14151.0
017875,2020-12-31,2020,NIC,65406E102,NICOLET BANKSHARES INC,4551.789,4012.6,539.189,539.189,,0.0,0.0,0.0,211.828,211.828,30.164,73.839,,10.791,78.899,60.122,
017877,2020-12-31,2020,CHMG,164024101,CHEMUNG FINANCIAL CORP,2279.451,2079.752,199.699,199.699,,0.0,0.0,0.0,88.031,88.031,8.227,37.766,,0.867,28.659,19.262,3.402
017878,2020-12-31,2020,RITM,64828T201,RITHM CAPITAL CORP,33252.114,27822.43,5321.016,4508.024,7.859,840.25,840.25,812.992,702.802,702.802,1332.833,,0.0,,1855.943,-1410.358,
017879,2020-09-30,2020,FWFW,69806B205,FLYWHEEL ADVANCED TECHNO INC,0.0,0.023,-0.023,-0.024,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.023,0.0,0.0,-0.023,-0.023,0.0
017886,2020-12-31,2020,FTSL,33738D309,FIRST TRUST SR LN FD ETF IV,,,,,,,,,,,,,,,,,
017890,2020-12-31,2020,IKNX,45172K102,IKONICS CORP,15.435,3.596,11.839,11.839,0.0,0.0,0.0,0.0,13.432,13.432,8.829,5.325,0.671,0.15,-0.399,-0.439,0.698
017896,2020-12-31,2020,HCAP,41753F109,HARVEST CAPITAL CREDIT CORP,129.945,67.728,62.217,62.217,1.236,0.0,0.0,0.0,11.548,11.548,5.091,,,0.0,27.955,-2.335,0.0
017897,2020-12-31,2020,QIWI,74735M108,QIWI PLC,1101.238,681.283,418.686,418.686,15.346,0.0,0.0,0.0,536.932,536.932,298.748,37.314,,3.437,80.655,147.378,14.552
017898,2020-12-31,2020,ORXPF,34987V107,FORZA PETROLEUM LTD,605.412,149.033,456.379,456.379,0.0,0.0,0.0,0.0,47.296,47.296,143.628,9.696,,18.831,22.102,-108.743,22.337
017899,2020-12-31,2020,SVRGF,81783Q105,SEVEN GENERATIONS ENERGY LTD,5692.3,2641.2,3051.1,3051.1,0.0,0.0,0.0,0.0,2257.4,2257.4,4014.9,56.3,,626.0,857.2,-2154.1,1105.7
017910,2020-12-31,2020,SCPX,42237K508,SCORPIUS HOLDINGS INC,124.195,8.701,116.239,116.239,0.361,0.0,0.0,0.0,2.948,2.948,27.54,,12.939,0.338,-22.022,-26.05,0.333
017917,2020-07-31,2020,MYCB,45250D202,MY CITY BUILDERS INC,0.001,0.854,-0.853,-0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,,0.0,-0.001,-0.36,0.0
017920,2020-12-31,2020,BIOF,09530Q102,BLUE BIOFUELS INC,0.892,4.229,-3.337,-3.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951,0.763,0.147,-0.921,-2.181,0.04
017924,2020-04-30,2019,CBCA,22821R101,CROWN BAUS CAPITAL CORP,0.001,0.332,-0.331,-0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,,0.0,-0.205,0.41,0.0
017928,2020-12-31,2020,IQV,46266C105,IQVIA HOLDINGS INC,24564.0,18284.0,6001.0,6001.0,338.0,0.0,0.0,0.0,11359.0,11359.0,7500.0,1789.0,,616.0,1959.0,279.0,1287.0
017933,2020-12-31,2020,PSXP,718549207,PHILLIPS 66 PARTNERS LP,7258.0,4167.0,2798.0,2049.0,,749.0,749.0,749.0,1038.0,1038.0,382.0,66.0,,910.0,955.0,791.0,135.0
017934,2020-12-31,2020,SFM,85208M102,SPROUTS FARMERS MARKET,2806.404,1925.111,881.293,881.293,58.073,0.0,0.0,0.0,6468.759,6468.759,4088.394,1854.665,0.0,121.968,494.035,287.45,125.2
017947,2020-12-31,2020,GFI,38059T106,GOLD FIELDS LTD,7472.8,3644.6,3664.5,3664.5,499.9,0.0,0.0,0.0,3892.1,3892.1,1721.3,,,590.8,1249.1,723.0,672.0
017952,2020-12-31,2020,HYHG,74348A541,PROSHARES HI YLD-INT RATE HG,,,,,,,,,,,,,,,,,
017956,2020-12-31,2020,FI.4,N33462107,FRANK'S INTL NV,816.901,155.652,661.249,661.249,1.548,0.0,0.0,0.0,390.358,390.358,312.079,82.257,,28.473,39.651,-156.22,70.169
017964,2020-12-31,2020,LODFF,54019J104,LODE GOLD RESOURCES INC,11.683,0.413,11.27,11.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607,,2.328,-1.099,-1.52,0.0
017966,2020-12-31,2020,FUD.,33740H108,FRST TR VAL LINE DIV IND ETF,,,,,,,,,,,,,,,,,
017969,2020-12-31,2020,FDE.,33737G105,FIRST TR ALPHADEX EM MKT DIV,,,,,,,,,,,,,,,,,
017987,2020-12-31,2020,ESBK,289660102,ELMIRA SVGS BANK ELMIRA/NY,644.587,583.826,60.711,51.011,,9.7,10.0,9.7,29.699,29.699,7.35,12.247,,0.464,3.405,4.159,0.798
017997,2020-12-31,2020,CSTM,F21107101,CONSTELLIUM SE,4977.039,5098.783,-138.619,-138.619,12.054,0.0,0.0,0.0,5885.9,5885.9,5005.968,336.302,47.01,219.38,402.599,-25.313,312.195
017998,2020-12-31,2020,BLUE,09609G209,BLUEBIRD BIO INC,1781.252,426.196,1355.056,1355.056,0.0,0.0,0.0,0.0,250.734,250.734,860.892,,587.956,28.986,-470.351,-618.695,19.356
018004,2020-12-31,2020,CCS,156504300,CENTURY COMMUNITIES INC,2845.093,1564.388,1280.705,1280.705,0.0,0.0,0.0,0.0,3161.192,3161.192,2530.89,341.71,,8.522,340.578,206.157,13.141
018008,2020-12-31,2020,ENBP,26874L101,ENB FINANCIAL CORP,1462.313,1332.097,130.216,130.216,,0.0,0.0,0.0,57.454,57.454,6.796,25.665,,1.104,16.443,12.299,1.509
018009,2020-12-31,2020,NSTGQ,63009R109,NANOSTRING TECHNOLOGIES INC,544.195,237.247,306.948,306.948,0.0,0.0,0.0,0.0,117.316,117.316,51.471,147.525,62.857,7.457,-81.662,-110.078,5.738
018017,2020-12-31,2020,EU,29259W700,ENCORE ENERGY CORP,23.443,7.574,15.869,15.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.235,,0.31,-1.448,-2.217,0.026
018018,2020-12-31,2020,DGRW,97717X669,WISDOMTREE US QLTY DIV GRWTH,,,,,,,,,,,,,,,,,
018019,2020-12-31,2020,ATLX,105861306,ATLAS LITHIUM CORP,0.952,2.448,-3.473,-3.473,0.0,0.0,0.0,0.0,0.023,0.023,0.082,1.175,,0.013,-0.997,-1.142,0.048
018033,2020-12-31,2020,DRUNF,26153M507,DREAM UNLIMITED CORP,2844.373,1437.761,1391.646,1391.646,104.589,0.0,0.0,0.0,347.623,347.623,291.984,,0.0,88.962,-82.505,159.221,
018035,2020-12-31,2020,EXSR,301227203,EXCHANGE BK SANTA ROSA CALIF,3139.097,2834.179,304.918,304.918,,0.0,0.0,0.0,121.211,121.211,5.097,46.76,,4.507,33.511,33.699,2.344
018036,2020-12-31,2020,VISN,20337X109,VISTANCE NETWORKS INC,13576.8,12180.0,1396.8,355.0,206.2,1041.8,1041.8,1041.8,8435.9,8435.9,5513.5,1842.8,703.3,121.2,436.2,-573.4,788.8
018037,2020-12-31,2020,CZNC,172922106,CITIZENS & NORTHERN CORP,2239.1,1939.344,299.756,299.756,,0.0,0.0,0.0,101.673,101.673,13.508,37.523,,3.137,24.784,19.222,1.981
018038,2020-12-31,2020,FPF,33718W103,FIRST TRUST INT DUR PFD INCM,,,,,,,,,,,,,,,,,
018039,2020-12-31,2020,DFP,33848W106,FLAHERTY & CRUMRINE DYNM PFD,,,,,,,,,,,,,,,,,
018040,2020-12-31,2020,FRBKQ,760416107,REPUBLIC FIRST BANCORP INC,5065.735,4757.622,308.113,308.093,,0.02,50.0,0.02,151.185,151.185,27.318,70.31,,14.391,-10.729,5.054,8.177
018043,2020-06-30,2020,NWSA,65249B109,NEWS CORP,14261.0,5872.0,7582.0,7582.0,258.0,0.0,0.0,0.0,9008.0,9008.0,5014.0,3000.0,,438.0,780.0,-1269.0,644.0
018046,2020-12-31,2020,IVH,246107106,DELAWARE IVY HG INM OPP FUND,,,,,,,,,,,,,,,,,
018047,2020-12-31,2020,NDLS,65540B303,NOODLES & CO,353.631,323.932,29.699,29.699,0.24,0.0,0.0,0.0,393.655,393.655,342.116,47.759,0.0,11.782,9.124,-23.259,21.709
018049,2020-12-31,2020,FNB,302520101,F N B CORP/FL,37354.0,32395.0,4959.0,4852.0,,107.0,110.877,107.0,1436.655,1436.655,331.022,542.007,,41.0,113.0,286.006,56.0
018067,2020-12-31,2020,TIPX,78468R861,STATE STREET SPDR BL 1-10 YR,,,,,,,,,,,,,,,,,
018068,2020-12-31,2020,WDIV,78463X459,STATE STREET SPDR S&P GL DIV,,,,,,,,,,,,,,,,,
018070,2020-11-30,2020,NEVIF,64155A106,NEVIS BRANDS INC,0.121,0.473,-0.352,-0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464,0.14,0.0,-0.863,-1.238,0.012
018071,2020-12-31,2020,REXR,76169C100,REXFORD INDUS REALTY,4951.174,1420.582,3245.141,3002.814,0.0,242.327,242.327,242.327,330.135,330.135,194.985,36.919,0.0,0.0,182.994,76.403,
018073,2020-12-31,2020,CHMI,164651101,CHERRY HILL MTG INVST,1593.488,1280.922,310.165,194.786,0.0,119.541,119.541,115.379,-42.906,-42.906,37.298,,0.0,0.0,61.195,-52.239,0.0
018075,2020-12-31,2020,AZUL,05501U601,AZUL SA,3004.079,5695.147,-2691.068,-2691.068,0.0,0.0,0.0,0.0,1083.184,1083.184,1334.278,,,65.252,185.677,-2060.743,328.349
018082,2020-12-31,2020,PWCO,74709P103,PWRCOR INC,0.225,0.702,-0.477,-0.477,0.0,0.0,0.0,0.0,0.19,0.19,0.284,,0.024,0.0,-0.155,-0.112,0.018
018086,2020-12-31,2020,MNKTQ,G5890A102,MALLINCKRODT PLC,9715.4,8696.2,1019.2,1019.2,80.6,0.0,0.0,0.0,2749.4,2749.4,704.3,958.1,290.8,47.7,498.9,-969.7,885.2
018091,2020-05-31,2019,CDXQ,65341J109,CHINA DE XIAO QUA C G CO LTD,,,,,,,,,,,,,,,,,
018094,2020-12-31,2020,FMBL,308243104,FARMERS & MERCHANTS BANK/CA,9871.778,8727.936,1143.842,1143.842,,0.0,0.0,0.0,306.768,306.768,35.384,125.721,,5.397,142.776,79.801,9.444
018096,2020-12-31,2020,RVNU,233051705,XTRACKERS MUN INFRA REV ACTV,,,,,,,,,,,,,,,,,
018097,2020-11-30,2020,BFOR,00162Q726,ALPS BARRON'S 400 ETF,,,,,,,,,,,,,,,,,
018111,2020-12-31,2020,BNDX,92203J407,VANGUARD TOTAL INTERNATIONAL,,,,,,,,,,,,,,,,,
018112,2020-12-31,2020,VWOB,921946885,VANGUARD EM MKTS GOVT BD ETF,,,,,,,,,,,,,,,,,
018114,2020-12-31,2020,TGEN,87876P201,TECOGEN INC,30.073,12.806,17.309,17.309,0.0,0.0,0.0,0.0,28.255,28.255,16.612,13.671,0.767,0.06,1.408,-6.151,0.816
018121,2020-09-30,2020,ARTHQ,03939W208,ARCH THERAPEUTICS INC,2.151,3.651,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.345,1.611,0.002,-5.045,-4.691,0.007
018143,2020-12-31,2020,BXF.,12555C107,CI 1-5 YR LDR GVT STP BND IX,,,,,,,,,,,,,,,,,
018144,2020-12-31,2020,BYU,87250W301,BAIYU HOLDINGS INC,167.178,47.149,120.029,120.029,4.893,0.0,0.0,0.0,28.269,28.269,24.64,2.521,,0.0,29.856,-2.4,0.515
018145,2020-12-31,2020,DOC.5,71943U104,PHYSICIANS REALTY TR,4413.95,1670.659,2641.297,2641.297,0.0,0.0,0.0,0.0,436.248,436.248,282.66,33.763,0.0,0.0,233.297,66.117,
